,id,titre,description,date_fin,date_debut,date_affichage,lieu_nom,lieu_num,adresse,localite,cp,nom,latitude,longitude,info,telephone,gsm,website,email,fax,photo,geopoint
11,183669,Spectacle (théâtre): Frankenstein,"La compagnie Karyatides s’empare du mythe de Frankenstein, accolé à celui, plus ancien, de Prométhée. Elle le revisite, en propose une lecture singulière, profonde, complexe, imagée, chantée, en renfort ou contrepoint, qui tire de l’œuvre de Mary Shelley la substantifique moelle. Sur scène Victor Frankenstein, sa mère, sa sœur, des scientifiques, la créature, défilent parmi d’autres et racontent, commentent, vivent, cherchent, souffrent, rient. C’est un monde en immensément petit, une histoire fascinante et rocambolesque. Théâtre d’objet opératique, 'Frankenstein' propose un kaléidoscope alliant texte, chants, musique, création sonore et corps, qui ne peut qu’inviter à s’interroger sur ce que sont – ou devraient être? – les limites humaines, en termes de justesse, de justice, de responsabilité et d’engagement.",2021-04-23,2021-04-23,23/04,La Maison de la Culture Famenne-Ardenne,74.0,Chaussée de l'Ourthe,Marche-en-Famenne,6900,- Maison de la Culture Famenne-Ardenne (billetterie),50.231734983326,5.3499756291443,"A 20:30. PAF: 17 €/ad. ou 13 chèques-culture - Abonnés, étudiants, demandeurs d'emploi: 11 € - Art.27: 1,25 €.",+32(0)84 32 73 86,0.0,http://www.maisondelaculture.marche.be/,billetterie.mcfa@marche.be,0,http://www.ftlb.be/dbimages/evenement/event183669.jpg,"50.231734983326,5.3499756291442999"
12,257196,Concert: Henri Dès en solo,"Partagez un moment d’intimité exceptionnel avec Henri Dès et ses chansons. De petits bijoux dans un écrin, enveloppés juste du son de sa guitare. Plusieurs générations côte à côte, cœur à cœur, qui chantent à l’unisson! Un spectacle qui va à l’essentiel, les yeux dans les yeux.<br />",2021-04-24,2021-04-24,24/04,Wallonie Expo (WEX),1.0,Rue des Deux Provinces,Marche-en-Famenne,6900,- WEX (Wallonie Expo S.A.),50.2436658,5.3369571,"A 17:00. Ouverture des portes 1h avant le début du concert. PAF: Assis numéroté: Cat. 1: 34,80 € - Cat. 2: 28,80 € - Tarif famille à partir de 4 places achetées: Cat. 1: 29,80 € - Cat. 2: 23 €. Parking gratuit de 3 000 places. Accès PMR. Bar et petite restauration sur place.<br />
<br />",+32(0)84 34 08 00,0.0,http://www.wex.be,info@wex.be,+32(0)84 34 08 09,http://www.ftlb.be/dbimages/evenement/event257196.jpg,"50.2436658,5.3369571"
13,258259,!!!REPORTE!!! Salon Batimoi,"Des rêves plein la tête pour votre habitation? BATIMOI vous donne les clés pour mettre en oeuvre vos projets… Réalisez vos envies en visitant le Salon BATIMOI, la vitrine wallonne des tendances du secteur de la construction et de la rénovation depuis plus de 20 ans! Plus de 200 exposants vous dévoileront leurs nouveautés et vous conseillerons pour rentabiliser votre projet! Saisissez l’occasion d’obtenir de précieux conseils auprès de professionnels, tous secteurs confondus: construction, rénovation, aménagement intérieur, économie d’énergie, décoration, piscine et wellness…",2021-05-17,2021-05-14,14->17/05,Wallonie Expo (WEX),1.0,Rue des Deux Provinces,Marche-en-Famenne,6900,- Wex - Salon Batimoi,50.2436658,5.3369571,"PAF: En ligne: 3 € - Sur place: 6 € - Gratuit pour les enf. de moins de 12 ans. Parking gratuit de 3.000 places. Espace enfants. Accès PMR. Bar, restauration et petite restauration disponibles sur place.<br />
<br />
   <br />",+32(0)84 34 08 00,0.0,0,batimoi@wex.be,0,http://www.ftlb.be/dbimages/evenement/event258259.jpg,"50.2436658,5.3369571"
14,257199,Spectacle: Messmer - Hypersensoriel,"Le fascinateur Messmer est l’une des grandes références en hypnose et magnétisme à travers le monde. Détenteur du record mondial d’hypnose collective et avec plus d’un million de billets vendus à son actif, il repousse à nouveau les limites du subconscient dans son nouveau spectacle 'Hypersensoriel', en mettant cette fois à profit nos cinq sens. Quels sont leurs secrets, leurs pouvoirs insoupçonnés? Peut-on les décupler, les altérer? Et si nous avions un 6ème sens qui sommeille en nous? Après plusieurs années à étudier le cerveau humain pour amplifier ses propriétés, Messmer vous invite cette fois à stimuler et éveiller vos sens à travers des expériences et des aventures des plus étonnantes et divertissantes.'Hypersensoriel' propose un grand rendez-vous interactif et euphorique, mettant à profit technologie et réalité virtuelle, alors que Messmer fait une fois de plus la démonstration de l’incroyable pouvoir du subconscient. Chacun de nos sens a des pouvoirs extraordinaires que nous méconnaissons et qui nous permettent d’appréhender notre environnement de façon bien plus précise qu’on ne le pense.",2021-05-23,2021-05-23,23/05,Wallonie Expo (WEX),1.0,Rue des Deux Provinces,Marche-en-Famenne,6900,- WEX (Wallonie Expo S.A.),50.2436658,5.3369571,"A 16:00. Ouverture des portes du WEX 1h30 avant le début du spectacle. PAF: Carré d’Or: 59,20 € - Cat. 1: 51,20 € - Cat. 2: 43,60 € - Cat. 3: 38,60 €. Possibilité en formule VIP. Parking gratuit de 3 000 places. Accès PMR. Bar et petite restauration disponibles sur place. <br />
<br />
<br />",+32(0)84 34 08 00,0.0,http://www.wex.be,info@wex.be,+32(0)84 34 08 09,http://www.ftlb.be/dbimages/evenement/event257199.jpg,"50.2436658,5.3369571"
15,258247,Marché public,0,2021-05-31,2021-05-31,31/05,Place aux Foires,0.0,0,Marche-en-Famenne,6900,0,50.2256861,5.3443331,Tous les 1er et 3ème lundi du mois. 08:00-13:00.,0,0.0,0,0,0,http://www.ftlb.be/dbimages/evenement/event258247.jpg,"50.2256861,5.3443331"
16,258246,Marché public,0,2021-06-07,2021-06-07,07/06,Place aux Foires,0.0,0,Marche-en-Famenne,6900,0,50.2256861,5.3443331,Tous les 1er et 3ème lundi du mois. 08:00-13:00.,0,0.0,0,0,0,http://www.ftlb.be/dbimages/evenement/event258246.jpg,"50.2256861,5.3443331"
17,257851,Municipalia - Salon des Mandataires,"L’événement incontournable des Pouvoirs locaux! Le grand rendez-vous de l’achat et des services du secteur public en Wallonie. Une vitrine exceptionnelle qui permet aux entreprises wallonnes de présenter leur savoir-faire et de rencontrer l’ensemble des responsables des communes, provinces, intercommunales, associations, régies autonomes et autres organismes d’intérêt public. Un lieu où les mandataires et représentants des collectivités pourront contribuer au bien-être des citoyens en valorisant leurs investissements par la découverte de produits et services de qualité.<br />
<br />",2021-06-18,2021-06-17,17-18/06,Wallonie Expo (WEX),1.0,Rue des Deux Provinces,Marche-en-Famenne,6900,- Wex - Municipalia,50.2436658,5.3369571,"Salon réservé aux mandataires wallons des communes, provinces, intercommunales, régies autonomes, ministères et autres organismes d'intérêt public. PAF: 6 € - Entrée gratuite sur invitation. Parking gratuit de 3 000 places. Accès PMR.<br />",+32(0)84 34 09 25,0.0,0,info@wex.be,0,http://www.ftlb.be/dbimages/evenement/event257851.jpg,"50.2436658,5.3369571"
18,183644,Job-Day: Camp Roi Albert,Journée portes ouvertes au Camp Roi Albert.,2021-07-04,2021-07-04,04/07,Camp militaire Roi Albert,65.0,Chaussée de Liège,Marche-en-Famenne,6900,VANHERCK - Camp Roi Albert,50.2356894,5.3445398,Entrée & Parking gratuits<br/>Le 04 juil. de 10h à 18h <br />,0,0.0,0,0,0,http://www.ftlb.be/dbimages/evenement/event183644.jpg,"50.2356894,5.3445398"
19,258256,Marché public,0,2021-02-01,2021-02-01,01/02,Place aux Foires,0.0,0,Marche-en-Famenne,6900,0,50.2256861,5.3443331,Tous les 1er et 3ème lundi du mois. 08:00-13:00.,0,0.0,0,0,0,http://www.ftlb.be/dbimages/evenement/event258256.jpg,"50.2256861,5.3443331"
20,183623,!!!ANNULE!!! Concert (chanson française): Pierre Lapointe,"La carrière de Pierre Lapointe prend véritablement son envol en septembre 2001 lorsqu’il remporte le grand prix du Festival international de la chanson de Granby. Presque quatre ans plus tard, en mai dizaine de disques, dont deux sont certifiés Or et deux autres certifiés Platine.<br />
<br />
Au courant de cette décennie, il se produit dans le cadre de nombreux festivals et événements au Québec, en France et en Belgique, notamment aux FrancoFolies de La Rochelle, de Montréal et de Spa. Il sillonne le Québec avec ses spectacles Petites chansons laides, La Forêt des mal-aimés, Sentiments humains, Pierre Lapointe seul au piano, PUNKT, Paris tristesse et la Science du cœur.",2021-02-05,2021-02-05,05/02,La Maison de la Culture Famenne-Ardenne,74.0,Chaussée de l'Ourthe,Marche-en-Famenne,6900,- Maison de la Culture Famenne-Ardenne (billetterie),50.231734983326,5.3499756291443,A 20:30. PAF: 25 €.,+32(0)84 32 73 86,0.0,http://www.maisondelaculture.marche.be/,billetterie.mcfa@marche.be,0,http://www.ftlb.be/dbimages/evenement/event183623.jpg,"50.231734983326,5.3499756291442999"
21,258345,Congrès-salon: Smart City Wallonia,"Les Smart Cities à l’échelle des communes wallonnes: le rendez-vous des projets et des solutions. 5ème édition du congrès-salon à l’attention des principaux acteurs et mandataires publics wallons!Au programme de cette journée: des conférences inspirantes à suivre en ligne autour des thématiques de l’enseignement, de la digitalisation du service public, de la 5G ou encore de la mobilité. Cet événement se tiendra exclusivement en vidéoconférence sur une plateforme de streaming.",2021-02-11,2021-02-11,11/02,Wallonie Expo (WEX),1.0,Rue des Deux Provinces,Marche-en-Famenne,6900,- WEX (Wallonie Expo S.A.),50.2436658,5.3369571,Cette édition se déroulera en mode 100% digital!,+32(0)84 34 08 00,0.0,http://www.wex.be,info@wex.be,+32(0)84 34 08 09,http://www.ftlb.be/dbimages/evenement/event258345.jpg,"50.2436658,5.3369571"
22,185270,Soirée déguisée au FAM,Enfile ton costume préféré et c'est parti pour une visite insolite.,2021-02-17,2021-02-16,16-17/02,0,0.0,0,Marche-en-Famenne,6900,- FAM - Famenne & Art Museum,0.0,0.0,De 6 à 10 ans. 18:00-20:00. Réservation indispensable. Tarif: 9 €.,+32(0)84 32 70 60,0.0,http://www.famenneartmuseum.be/,fam@marche.be,0,http://www.ftlb.be/dbimages/evenement/event185270.jpg,0
23,253142,Concert (Jazz world): Ntoumos,"C’est avec une certaine audace qu’il mêle des musiques traditionnelles grecques et de l’Est, considérées dans les terres d’Apollon comme sacrées et intouchables, à des sonorités électro-jazz. Il redonne vie aux chansons populaires en les mettant au goût du jour et compose des œuvres inédites.",2021-03-11,2021-03-11,11/03,Salle Le Studio,3.0,rue des Carmes,Marche-en-Famenne,6900,- Maison de la Culture Famenne-Ardenne (billetterie),50.227331,5.3429022,A 20:30. Durée: 2x45 min. Plus d'informations à suivre.,+32(0)84 32 73 86,0.0,http://www.maisondelaculture.marche.be/,billetterie.mcfa@marche.be,0,http://www.ftlb.be/dbimages/evenement/event253142.jpg,"50.227331,5.3429022"
24,258251,Marché public,0,2021-04-05,2021-04-05,05/04,Place aux Foires,0.0,0,Marche-en-Famenne,6900,0,50.2256861,5.3443331,Tous les 1er et 3ème lundi du mois. 08:00-13:00.,0,0.0,0,0,0,http://www.ftlb.be/dbimages/evenement/event258251.jpg,"50.2256861,5.3443331"
25,256824,!!SUSPENDU!! Eclipse totale: repas dans le noir,"Chaque mois, une expérience unique et sensorielle à vivre dans l'obscurité! Un moment de partage avec des guides non-voyants qui deviennent vos yeux!<br />
Avec le soutien du Fonds Simone Deleau, géré par la Fondation Roi Baudouin.",2021-04-24,2021-04-24,24/04,Le Tiroir des Saveurs,74.0,Chaussée de l'Ourthe,Marche-en-Famenne,6900,- Le Tiroir des Saveurs,50.23250328764699,5.349354743957501,A 19:00. Menu 3 services: 25 € (boissons non comprises). Réservation indispensable.,+32(0)84 32 73 82,0.0,http://www.maisondelaculture.marche.be/le-tiroir-des-saveurs/,letiroirdessaveurs@marche.be,0,http://www.ftlb.be/dbimages/evenement/event256824.jpg,"50.232503287646992,5.3493547439575009"
26,253224,Concert (En Avant Marche): Soirée accordéon,Philippe Thuriot: accordéon - Technicien: Iwein Jacobs,2021-05-05,2021-05-05,05/05,Music Fund,0.0,0,Marche-en-Famenne,6900,M. Christian Bertram - Les ateliers de Music Fund,0.0,0.0,A 19:00. PAF: 5 €.,+32(0)474 48 16 85,0.0,http://www.musicfund.eu,christian.bertram@musicfund.eu,0,http://www.ftlb.be/dbimages/evenement/event253224.jpg,0
27,256896,Exposition (peinture et couture): Joyeux et découses #2,"Fiesta à la MCFA! L’EESSCF revient avec ses créations détonantes mêlant peinture et création textile. Des trouvailles et des savoir-faire revisités avec audace et en toute liberté. Pour la seconde fois, l’école secondaire spécialisée de Marloie s’engage à mettre en valeur la créativité des élèves du cours d’arts plastiques et de couture. Et il n’est pas du tout question de remettre le couvert à l’identique. De nouveaux thèmes et techniques sont travaillés dans un esprit d’expérimentation, où les deux disciplines se mêlent encore davantage que par le passé. Certaines réalisations sont le résultat d’un travail collectif, d’autres sont plus personnelles, comme cette série de portraits aux détails brodés empreints de personnalités.<br />
Une exposition de l’Etablissement d’Enseignement Secondaire Spécialisé de la Communauté Française Waha-Marloie.",2021-05-23,2021-05-15,15->23/05,La Maison de la Culture Famenne-Ardenne,74.0,Chaussée de l'Ourthe,Marche-en-Famenne,6900,- Maison de la Culture Famenne-Ardenne (billetterie),50.231734983326,5.3499756291443,L'exposition est accessible du lundi au vendredi de 10:00-18:00 et le samedi de 10:00-12:30.,+32(0)84 32 73 86,0.0,http://www.maisondelaculture.marche.be/,billetterie.mcfa@marche.be,0,http://www.ftlb.be/dbimages/evenement/event256896.jpg,"50.231734983326,5.3499756291442999"
28,256825,!!SUSPENDU!! Eclipse totale: repas dans le noir,"Chaque mois, une expérience unique et sensorielle à vivre dans l'obscurité! Un moment de partage avec des guides non-voyants qui deviennent vos yeux!<br />
Avec le soutien du Fonds Simone Deleau, géré par la Fondation Roi Baudouin.",2021-05-22,2021-05-22,22/05,Le Tiroir des Saveurs,74.0,Chaussée de l'Ourthe,Marche-en-Famenne,6900,- Le Tiroir des Saveurs,50.23250328764699,5.349354743957501,A 19:00. Menu 3 services: 25 € (boissons non comprises). Réservation indispensable.,+32(0)84 32 73 82,0.0,http://www.maisondelaculture.marche.be/le-tiroir-des-saveurs/,letiroirdessaveurs@marche.be,0,http://www.ftlb.be/dbimages/evenement/event256825.jpg,"50.232503287646992,5.3493547439575009"
29,183674,"Spectacle (théâtre, musique et danse): Roda Favela","Peuples des favelas, indigènes, noirs, femmes, homosexuels,… de l’autre côté du mur. Celui de la relégation, de la violence, de l’injustice, hier comme aujourd’hui. 20 ans de dictature, des souvenirs qui s’effacent. Et 40 ans après, les mêmes démons qui reviennent.Alors ils dansent, ils dansent jusqu’à plus soif. Romario est mort à 20 ans, l’innocence assassinée, il dansait lui aussi. Mais rien ne les empêchera. De ce côté du mur, on n’a pas peur. On danse avec la vie, les corps se soulèvent, ils volent. On ne pourra pas les rendre invisibles. Au delà du mur, tout bouillonne. Tout est vie. Rien ne les empêchera, par delà tous les murs.",2021-05-25,2021-05-25,25/05,La Maison de la Culture Famenne-Ardenne,74.0,Chaussée de l'Ourthe,Marche-en-Famenne,6900,- Maison de la Culture Famenne-Ardenne (billetterie),50.231734983326,5.3499756291443,"A 20:30. PAF: 17 €/ad. ou 13 chèques-culture - Abonnés, étudiants, demandeurs d'emploi: 11 € - Art.27: 1,25 €.",+32(0)84 32 73 86,0.0,http://www.maisondelaculture.marche.be/,billetterie.mcfa@marche.be,0,http://www.ftlb.be/dbimages/evenement/event183674.jpg,"50.231734983326,5.3499756291442999"
30,258245,Marché public,0,2021-06-21,2021-06-21,21/06,Place aux Foires,0.0,0,Marche-en-Famenne,6900,0,50.2256861,5.3443331,Tous les 1er et 3ème lundi du mois. 08:00-13:00.,0,0.0,0,0,0,http://www.ftlb.be/dbimages/evenement/event258245.jpg,"50.2256861,5.3443331"
31,258244,Marché public,0,2021-07-05,2021-07-05,05/07,Place aux Foires,0.0,0,Marche-en-Famenne,6900,0,50.2256861,5.3443331,Tous les 1er et 3ème lundi du mois. 08:00-13:00.,0,0.0,0,0,0,http://www.ftlb.be/dbimages/evenement/event258244.jpg,"50.2256861,5.3443331"
32,258243,Marché public,0,2021-07-19,2021-07-19,19/07,Place aux Foires,0.0,0,Marche-en-Famenne,6900,0,50.2256861,5.3443331,Tous les 1er et 3ème lundi du mois. 08:00-13:00.,0,0.0,0,0,0,http://www.ftlb.be/dbimages/evenement/event258243.jpg,"50.2256861,5.3443331"
33,258255,Marché public,0,2021-02-15,2021-02-15,15/02,Place aux Foires,0.0,0,Marche-en-Famenne,6900,0,50.2256861,5.3443331,Tous les 1er et 3ème lundi du mois. 08:00-13:00.,0,0.0,0,0,0,http://www.ftlb.be/dbimages/evenement/event258255.jpg,"50.2256861,5.3443331"
34,183626,!!!ANNULE!!! Exposition (enfant): Pas de géant,"Avec les illustrations originales des livres d’Anaïs Lambert et Gaya Wisniewski, une série de livres et de jeux pour redécouvrir le jardin à hauteur d’enfants et prendre le temps d’observer l’époustouflante nature environnante.Dans le cadre du Tout P'tit festival.",2021-03-28,2021-02-28,28/02->28/03,La Maison de la Culture Famenne-Ardenne,74.0,Chaussée de l'Ourthe,Marche-en-Famenne,6900,- Maison de la Culture Famenne-Ardenne (billetterie),50.231734983326,5.3499756291443,Une expo ludique et poétique pour les explorateurs de 2 à 6 ans. Plus d'informations à suivre.,+32(0)84 32 73 86,0.0,http://www.maisondelaculture.marche.be/,billetterie.mcfa@marche.be,0,http://www.ftlb.be/dbimages/evenement/event183626.jpg,"50.231734983326,5.3499756291442999"
